PROGR;CODICE;DESCRIZIONE;;;TARIFFA
1.174;91.07.3;SALMONELLE ANTICORPI (Titolazione mediante agglutinazione) [WIDAL];L51;3,31;4,02
1.175;91.07.4;SALMONELLE DA COLTURA IDENTIFICAZIONE BIOCHIMICA E SIEROLOGICA DI GRUPPO;L51;7,33;8,91
1.176;91.07.5;SALMONELLE DA COLTURA IDENTIFICAZIONE SIEROLOGICA ;L59;9,09;11,06
1.177;91.08.1;SALMONELLE E BRUCELLE ANTICORPI (Titolazione mediante agglutin.) [WIDAL-WRIGHT];L51;6,61;8,03
1.178;91.08.2;SCHISTOSOMA ANTICORPI (Titolazione mediante emoagglutinazione passiva)  ;L59;6,20;7,48
1.179;91.08.3;SHIGELLE DA COLTURA IDENTIFICAZIONE BIOCHIMICA E SIEROLOGICA;L59;8,16;9,90
1.180;91.08.4;STREPTOCOCCO AGALACTIAE NEL TAMPONE VAGINALE ESAME COLTURALE;L51;3,72;4,46
1.181;91.08.5;STREPTOCOCCO ANTICORPI ANTI ANTISTREPTOLISINA-O [T.A.S.]  ;L51;4,85;4,85
1.182;91.09.1;STREPTOCOCCO ANTICORPI ANTI DNAsi B;L59;5,89;6,35
1.183;91.09.2;STREPTOCOCCUS PYOGENES NEL TAMPONE OROFARINGEO  ESAME COLTURALE;L51;5,78;6,35
1.184;91.09.3;TOXOCARA ANTICORPI (E.I.A.);L59;15,96;19,51
1.185;91.09.4;TOXOPLASMA ANTICORPI (E.I.A.);L51;7,75;7,79
1.186;91.09.5;TOXOPLASMA ANTICORPI (Titolazione mediante agglutinazione) [TEST DI FULTON];L51;3,36;3,36
1.187;91.10.1;TOXOPLASMA ANTICORPI (Titolazione mediante I.F.)  ;L59;11,78;11,78
1.188;91.10.2;TREPONEMA PALLIDUM ANTICORPI (E.I.A.);L59;6,61;8,03
1.189;91.10.3;TREPONEMA PALLIDUM ANTICORPI (I.F.) [FTA-ABS];L59;8,16;9,90
1.190;91.10.4;TREPONEMA PALLIDUM ANTICORPI (Ricerca qualitat. mediante emoagglutin. passiva) [TPHA];L59;3,46;4,08
1.191;91.10.5;TREPONEMA PALLIDUM ANTICORPI (Ricerca quantit. mediante emoagglutin. passiva) [TPHA];L59;5,78;5,78
1.192;91.11.1;TREPONEMA PALLIDUM ANTICORPI ANTI CARDIOLIPINA (Flocculazione) [VDRL] [RPR];L51;3,36;3,36
1.193;91.11.2;TRICHOMONAS VAGINALIS NEL SECRETO VAGINALE ESAME COLTURALE ;L51;4,13;4,13
1.194;91.11.3;VIBRIO CHOLERAE NELLE FECI  ESAME COLTURALE;L59;2,07;2,53
1.195;91.11.4;VIBRIO DA COLTURA IDENTIFICAZIONE BIOCHIMICA  E SIEROLOGICA;L59;8,16;8,16
1.196;91.11.5;VIRUS ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE  NAS (Previa reazione polimerasica a catena);L59;63,52;63,52
1.197;91.12.1;VIRUS ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE  NAS (Previa Retrotrascrizione-Reazione polimerasica a catena);L59;69,88;69,88
1.198;91.12.2;VIRUS ACIDI NUCLEICI IN MATERIALI BIOLOGICI IBRIDAZIONE DIRETTA NAS;L59;34,09;40,91
1.199;91.12.3;VIRUS ADENOVIRUS ANTICORPI (E.I.A.);L59;12,65;12,65
1.200;91.12.4;VIRUS ADENOVIRUS ANTICORPI (Titolazione mediante F.C.);L59;6,51;7,92
1.201;91.12.5;VIRUS ADENOVIRUS IN MATERIALI BIOLOGICI ESAME COLTURALE (Metodo rapido);L59;27,99;27,99
1.202;91.13.1;VIRUS ANTICORPI  (Titolazione mediante F.C.);L59;5,22;5,22
1.203;91.13.2;VIRUS ANTICORPI  IMMUNOBLOTTING (Saggio di conferma);L59;36,20;36,20
1.204;91.13.3;VIRUS ANTIGENI IN MATERIALI BIOLOGICI  RICERCA DIRETTA (Agglutinazione passiva);L59;6,30;7,65
1.205;91.13.4;VIRUS ANTIGENI IN MATERIALI BIOLOGICI RICERCA DIRETTA (E.I.A.);L59;6,30;7,65
1.206;91.13.5;VIRUS ANTIGENI IN MATERIALI BIOLOGICI RICERCA DIRETTA (I.F.);L59;10,02;12,10
1.207;91.14.1;VIRUS CITOMEGALOVIRUS ANTICORPI (E.I.A.);L51;7,75;8,07
1.208;91.14.2;VIRUS CITOMEGALOVIRUS ANTICORPI (Titolazione mediante F.C.);L59;5,32;6,38
1.209;91.14.3;VIRUS CITOMEGALOVIRUS ANTICORPI IgM  (E.I.A.);L59;8,78;8,78
1.210;91.14.4;VIRUS CITOMEGALOVIRUS DA COLTURA IDENTIFICAZIONE  MEDIANTE IBRIDAZIONE;L59;36,15;36,15
1.211;91.14.5;VIRUS CITOMEGALOVIRUS IN MATERIALI BIOLOGICI DIVERSI RICERCA MEDIANTE ESAME COLTURALE (Metodo rapido);L59;27,99;33,19
1.212;91.15.1;VIRUS CITOMEGALOVIRUS NEL LATTE MATERNO E NEL TAMPONE FARINGEO  ESAME COLTURALE (Metodo tradizionale) ;L59;50,41;50,41
1.213;91.15.2;VIRUS CITOMEGALOVIRUS NEL SANGUE ACIDI NUCLEICI IDENTIFICAZIONE MEDIANTE IBRIDAZIONE;L59;36,15;36,15
1.214;91.15.3;VIRUS CITOMEGALOVIRUS NEL SANGUE ESAME COLTURALE (Metodo tradizionale);L59;50,41;50,41
1.215;91.15.4;VIRUS CITOMEGALOVIRUS NELL' URINA  ESAME COLTURALE (Metodo tradizionale);L59;50,41;50,41
1.216;91.15.5;VIRUS CITOMEGALOVIRUS NELL' URINA ACIDI NUCLEICI IDENTIFICAZIONE MEDIANTE IBRIDAZIONE;L59;36,15;36,15
1.217;91.16.1;VIRUS COXSACKIE [B1, B2, B3, B4, B5, B6] ANTICORPI (Titolazione mediante F.C.);L59;6,51;7,92
1.218;91.16.2;VIRUS COXSACKIE [B1, B2, B3, B4, B5, B6] ANTICORPI (Titolazione mediante I.F.) ;L59;12,39;15,07
1.219;91.16.3;VIRUS DA COLTURA IDENTIFICAZIONE (mediante I.F.);L59;5,16;5,16
1.220;91.16.4;VIRUS DA COLTURA IDENTIFICAZIONE (mediante M. E.);L59;27,99;27,99
1.221;91.16.5;VIRUS DA COLTURA IDENTIFICAZIONE (mediante Neutralizzazione);L59;7,59;7,59
1.222;91.17.1;VIRUS EPATITE A [HAV] ANTICORPI  ;L51;9,35;10,05
1.223;91.17.2;VIRUS EPATITE A [HAV] ANTICORPI IgM  ;L51;11,00;12,01
1.224;91.17.3;VIRUS EPATITE B [HBV] ACIDI NUCLEICI IBRIDAZIONE (Previa reazione polimerasica a catena);L59;63,42;63,42
1.225;91.17.4;VIRUS EPATITE B [HBV] ACIDI NUCLEICI IBRIDAZIONE DIRETTA;L59;36,15;40,01
1.226;91.17.5;VIRUS EPATITE B [HBV] ANTICORPI HBcAg;L51;8,83;10,01
1.227;91.18.1;VIRUS EPATITE B [HBV] ANTICORPI HBcAg  IgM ;L51;9,45;10,01
1.228;91.18.2;VIRUS EPATITE B [HBV] ANTICORPI HBeAg;L51;9,35;10,01
1.229;91.18.3;VIRUS EPATITE B [HBV] ANTICORPI HBsAg ;L51;8,99;10,01
1.230;91.18.4;VIRUS EPATITE B [HBV] ANTIGENE HBeAg;L51;9,04;10,01
1.231;91.18.5;VIRUS EPATITE B [HBV] ANTIGENE HBsAg ;L51;5,53;7,90
1.232;91.19.1;VIRUS EPATITE B [HBV] ANTIGENE HBsAg (Saggio di conferma);L59;13,84;13,84
1.233;91.19.2;VIRUS EPATITE B [HBV] DNA-POLIMERASI ;L59;23,34;23,34
1.234;91.19.3;VIRUS EPATITE C [HCV] ANALISI QUALITATIVA DI HCV RNA;L59;63,01;63,01
1.235;91.19.4;VIRUS EPATITE C [HCV] ANALISI QUANTITATIVA DI HCV RNA;L59;77,47;77,47
1.236;91.19.5;VIRUS EPATITE C [HCV] ANTICORPI ;L51;8,78;10,01
1.237;91.20.1;VIRUS EPATITE C [HCV] IMMUNOBLOTTING (Saggio di conferma);L59;69,77;69,77
1.238;91.20.2;VIRUS EPATITE C [HCV] TIPIZZAZIONE GENOMICA;L59;77,47;77,47
1.239;91.20.3;VIRUS EPATITE DELTA [HDV] ANTICORPI ;L59;12,03;12,03
1.240;91.20.4;VIRUS EPATITE DELTA [HDV] ANTICORPI IgM ;L59;21,74;21,74
1.241;91.20.5;VIRUS EPATITE DELTA [HDV] ANTIGENE HDVAg ;L59;17,97;17,97
1.242;91.21.1;VIRUS EPSTEIN BARR [EBV] ANTICORPI (EA o EBNA o VCA) (E.I.A.);L51;13,48;13,48
1.243;91.21.2;VIRUS EPSTEIN BARR [EBV] ANTICORPI (EA o EBNA o VCA) (Titolazione mediante I.F.)   ;L59;12,45;12,45
1.244;91.21.3;VIRUS EPSTEIN BARR [EBV] ANTICORPI ETEROFILI (Test rapido);L51;7,64;7,64
1.245;91.21.4;VIRUS EPSTEIN BARR [EBV] ANTICORPI ETEROFILI [R. PAUL BUNNEL DAVIDSOHN];L51;8,68;10,51
1.246;91.21.5;VIRUS HERPES ANTICORPI (Titolazione mediante F.C.);L59;6,51;7,92
1.247;91.22.1;VIRUS HERPES SIMPLEX (TIPO 1 o 2) ANTICORPI ;L59;7,75;7,92
1.248;91.22.2;VIRUS IMMUNODEF. ACQUISITA [HIV ] ANALISI QUALITATIVA DI RNA (Previa reazione polimerasica a catena);L59;63,01;25,20
1.249;91.22.3;VIRUS IMMUNODEF. ACQUISITA [HIV ] ANALISI QUANTITATIVA DI RNA (Previa reazione polimerasica a catena);L59;77,47;54,23
1.250;91.22.4;VIRUS IMMUNODEF. ACQUISITA [HIV 1-2] ANTICORPI ;L59;8,78;10,90
1.251;91.22.5;VIRUS IMMUNODEF. ACQUISITA [HIV 1-2] ANTICORPI  IMMUNOBLOTTING (Saggio di conferma);L59;69,77;34,89
1.252;91.23.1;VIRUS IMMUNODEF. ACQUISITA [HIV 1] ANTICORPI  IMMUNOBLOTTING (Saggio di conferma);L59;85,63;25,69
1.253;91.23.2;VIRUS IMMUNODEF. ACQUISITA [HIV 1] ANTICORPI ANTI ANTIGENE  P24 (E.I.A.);L59;21,74;6,52
1.254;91.23.3;VIRUS IMMUNODEF. ACQUISITA [HIV 1] ANTIGENE P24 (E.I.A.);L59;25,72;7,72
1.255;91.23.4;VIRUS IMMUNODEF. ACQUISITA [HIV 1] ANTIGENE P24 DA COLTURE LINFOCITARIE (E.I.A.);L59;69,98;20,99
1.256;91.23.5;VIRUS IMMUNODEF. ACQUISITA [HIV 2] ANTICORPI IMMUNOBLOTTING (Saggio di conferma);L59;63,42;19,03
1.257;91.24.1;VIRUS IN MATERIALI BIOLOGICI ESAME COLTURALE (Metodo rapido);L59;27,99;11,20
1.258;91.24.2;VIRUS IN MATERIALI BIOLOGICI ESAME COLTURALE (Metodo tradizionale);L59;50,41;20,16
1.259;91.24.3;VIRUS MORBILLO ANTICORPI (E.I.A.);L59;7,75;9,41
1.260;91.24.4;VIRUS MORBILLO ANTICORPI (I.F.);L59;7,75;9,41
1.261;91.24.5;VIRUS MORBILLO ANTICORPI (Titolazione mediante F.C.);L59;6,51;7,92
1.262;91.25.1;VIRUS PAROTITE ANTICORPI (E.I.A.);L59;9,14;10,11
1.263;91.25.2;VIRUS PAROTITE ANTICORPI (I.F.);L59;5,89;6,51
1.264;91.25.3;VIRUS PAROTITE ANTICORPI (Titolazione mediante F.C.);L59;7,49;9,50
1.265;91.25.4;VIRUS PARVOVIRUS B19 ANTICORPI (E.I.A.);L59;7,75;9,41
1.266;91.25.5;VIRUS RESPIRATORIO SINCIZIALE ANTICORPI (E.I.A.);L59;9,14;11,11
1.267;91.26.1;VIRUS RESPIRATORIO SINCIZIALE ANTICORPI (I.F.)  ;L59;7,23;7,23
1.268;91.26.2;VIRUS RESPIRATORIO SINCIZIALE ANTICORPI (Titolazione mediante F.C.);L59;4,75;5,78
1.269;91.26.3;VIRUS RETROVIRUS ANTICORPI ANTI HTLV1-HTLV2;L59;63,01;63,01
1.270;91.26.4;VIRUS ROSOLIA ANTICORPI ;L51;7,75;7,88
1.271;91.26.5;VIRUS ROSOLIA ANTICORPI (Titolazione mediante I.H.A.);L51;3,98;3,98
1.272;91.27.1;VIRUS VARICELLA ZOSTER ANTICORPI (E.I.A.);L59;7,75;9,41
1.273;91.27.2;VIRUS VARICELLA ZOSTER ANTICORPI (I.F.)  ;L59;7,23;8,80
1.274;91.27.3;VIRUS VARICELLA ZOSTER ANTICORPI (Titolazione mediante F.C.);L59;7,23;8,80
1.275;91.27.4;YERSINIA DA COLTURA IDENTIFICAZIONE BIOCHIMICA ;L59;6,51;6,51
1.276;91.27.5;YERSINIA NELLE FECI ESAME COLTURALE ;L59;2,07;2,53
1.277;91.28.1;ANALISI CITOGENETICA PER PATOLOGIA DA FRAGILITA' CROMOSOMICA;L70;130,10;130,10
1.278;91.28.2;ANALISI CITOGENETICA PER RICERCA SITI FRAGILI;L70;123,95;123,95
1.279;91.28.3;ANALISI CITOGENETICA PER SCAMBI DI CROMATIDI FRATELLI;L70;120,33;120,33
1.280;91.28.4;ANALISI CITOGENETICA PER STUDIO MOSAICISMO CROMOSOMICO;L70;112,59;112,59
1.281;91.28.5;ANALISI CITOGENETICA PER STUDIO RIARRANGIAMENTI CROMOSOMICI INDOTTI;L70;123,95;123,95
1.282;91.29.1;ANALISI DEL DNA ED IBRIDAZIONE CON SONDA MOLECOLARE (Southern blot);L70;126,53;153,56
1.283;91.29.2;ANALISI DEL DNA PER POLIMORFISMO;L70;64,56;64,56
1.284;91.29.3;ANALISI DI MUTAZIONE DEL DNA ;L70;56,81;56,81
1.285;91.29.4;ANALISI DI MUTAZIONE DEL DNA ;L70;120,08;120,08
1.286;91.29.5;ANALISI DI MUTAZIONE DEL DNA ;L70;120,08;120,08
1.287;91.30.1;ANALISI DI MUTAZIONI DEL DNA ;L70;158,55;158,55
1.288;91.30.2;ANALISI DI POLIMORFISMI (str, VNTR);L70;127,56;154,77
1.289;91.30.3;ANALISI  DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO ;L70;155,97;155,97
1.290;91.30.4;CARIOTIPO  AD ALTA RISOLUZIONE;L70;115,17;115,17
1.291;91.30.5;CARIOTIPO DA METAFASI DI FIBROBLASTI O DI ALTRI TESSUTI (Mat. abortivo, ecc.);L70;92,96;92,96
1.292;91.31.1;CARIOTIPO DA METAFASI DI LIQUIDO AMNIOTICO;L70;112,07;135,96
1.293;91.31.2;CARIOTIPO DA METAFASI LINFOCITARIE;L70;92,96;112,81
1.294;91.31.3;CARIOTIPO DA METAFASI SPONTANEE DI MIDOLLO OSSEO;L70;110,52;134,09
1.295;91.31.4;CARIOTIPO DA METAFASI SPONTANEE DI VILLI CORIALI;L70;112,07;135,96
1.296;91.31.5;COLORAZIONE AGGIUNTIVA IN BANDE: Actinomicina D;L70;28,41;28,41
1.297;91.32.1;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio C;L70;28,41;28,41
1.298;91.32.2;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio G;L70;24,79;24,79
1.299;91.32.3;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio G ad alta risoluzione;L70;27,89;27,89
1.300;91.32.4;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio NOR;L70;28,41;28,41
1.301;91.32.5;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio Q;L70;26,08;26,08
1.302;91.33.1;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio R;L70;24,79;24,79
1.303;91.33.2;COLORAZIONE AGGIUNTIVA IN BANDE: Bandeggio T;L70;25,56;25,56
1.304;91.33.3;COLORAZIONE AGGIUNTIVA IN BANDE: Distamicina A;L70;28,41;28,41
1.305;91.33.4;COLTURA DI AMNIOCITI;L70;89,09;108,19
1.306;91.33.5;COLTURA DI CELLULE DI ALTRI TESSUTI;L70;87,80;87,80
1.307;91.34.1;COLTURA DI FIBROBLASTI;L70;118,79;144,21
1.308;91.34.2;COLTURA DI LINEE CELLULARI STABILIZZATE CON VIRUS;L70;143,58;143,58
1.309;91.34.3;COLTURA DI LINEE LINFOCITARIE STABILIZZATE CON VIRUS O INTERLEUCHINA;L70;122,92;122,92
1.310;91.34.4;COLTURA DI LINFOCITI FETALI CON PHA;L70;95,54;95,54
1.311;91.34.5;COLTURA DI LINFOCITI PERIFERICI CON PHA O ALTRI MITOGENI;L70;80,05;97,13
1.312;91.35.1;COLTURA DI MATERIALE ABORTIVO;L70;118,79;118,79
1.313;91.35.2;COLTURA SEMISOLIDA DI CELLULE EMOPOIETICHE;L70;92,96;92,96
1.314;91.35.3;COLTURA DI VILLI CORIALI (A breve termine);L70;82,63;82,63
1.315;91.35.4;COLTURA DI VILLI CORIALI;L70;119,82;145,42
1.316;91.35.5;COLTURA PER STUDIO DEL CROMOSOMA X  A REPLICAZIONE TARDIVA;L70;58,62;58,62
1.317;91.36.1;CONSERVAZIONE DI CAMPIONI DI DNA O DI RNA;L70;40,54;40,54
1.318;91.36.2;CRIOCONSERVAZIONE IN AZOTO LIQUIDO DI COLTURE CELLULARI;L70;32,90;32,90
1.319;91.36.3;CRIOCONSERVAZIONE IN AZOTO LIQUIDO DI CELLULE E TESSUTI;L70;32,90;39,93
1.320;91.36.4;DIGESTIONE DI DNA CON ENZIMI DI RESTRIZIONE;L70;42,35;51,43
1.321;91.36.5;ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale);L70;45,45;59,05
1.322;91.37.1;IBRIDAZIONE CON SONDA MOLECOLARE;L70;81,60;81,60
1.323;91.37.2;IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTI ;L70;282,50;342,87
1.324;91.37.3;IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTI ;L70;186,44;226,27
1.325;91.37.4;IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTI ;L70;150,29;150,29
1.326;91.37.5;IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTI ;L70;186,44;186,44
1.327;91.38.1;RICERCA MUTAZIONE (DGGE);L70;120,59;120,59
1.328;91.38.2;RICERCA MUTAZIONE (SSCP);L70;120,59;120,59
1.329;91.38.3;SINTESI DI OLIGONUCLEOTIDI (Ciascuno);L70;120,59;120,59
1.330;91.38.4;ANALISI DEL DNA CELLULARE PER LO STUDIO CITOMETRICO DEL CICLO CELLULARE E DELLA PLOIDIA;L70;47,00;47,00
1.331;91.38.5;ES. CITOLOGICO CERVICO VAGINALE [PAP test];L60;11,16;11,16
1.332;91.39.1;ES. CITOLOGICO DA AGOASPIRAZIONE Nas;L60;33,78;33,78
1.333;91.39.2;ES. CITOLOGICO DI ESPETTORATO (Fino a 5 vetrini e/o colorazioni);L60;27,17;27,17
1.334;91.39.3;ES. CITOLOGICO DI VERSAMENTI (Fino a 5 vetrini e/o colorazioni);L60;27,17;27,17
1.335;91.39.4;ES. CITOLOGICO URINE PER RICERCA CELLULE NEOPLASTICHE;L60;14,10;14,10
1.336;91.39.5;ES. ISTOCITOPATOLOGICO ARTICOLAZIONI: Tessuto fibrotendineo;L60;27,17;27,17
1.337;91.40.1;ES. ISTOCITOPATOLOGICO ARTICOLAZIONI: Biopsia sinoviale, biopsia tendinea;L60;27,17;27,17
1.338;91.40.2;ES. ISTOCITOPATOLOGICO BULBO OCULARE: Biopsia semplice;L60;14,10;14,10
1.339;91.40.3;ES. ISTOCITOPATOLOGICO CAVO ORALE: Biopsia semplice;L60;14,10;14,10
1.340;91.40.4;ES. ISTOCITOPATOLOGICO CUTE (Shave o punch);L60;14,10;14,10
1.341;91.40.5;ES. ISTOCITOPATOLOGICO CUTE E/O TESSUTI MOLLI: Biopsia escissionale;L60;27,17;27,17
1.342;91.41.1;ES. ISTOCITOPATOLOGICO CUTE E/O TESSUTI MOLLI: Biopsia incisionale;L60;14,10;14,10
1.343;91.41.2;ES. ISTOCITOPATOLOGICO APP. DIGERENTE: Agobiopsia epatica;L60;39,41;39,41
1.344;91.41.3;ES. ISTOCITOPATOLOGICO APP. DIGERENTE: Biopsia endoscopica (Sede unica);L60;14,10;14,10
1.345;91.41.4;ES. ISTOCITOPATOLOGICO APP. DIGERENTE: Biopsia endoscopica (Sedi multiple);L60;46,48;46,48
1.346;91.41.5;ES. ISTOCITOPATOLOGICO APP. DIGERENTE: Biopsia ghiandola salivare;L60;14,10;14,10
1.347;91.42.1;ES. ISTOCITOPATOLOGICO APP. DIGERENTE: Polipectomia endoscopica (Sedi multiple);L60;46,48;46,48
1.348;91.42.2;ES. ISTOCITOPATOLOGICO APP. DIGERENTE: Polipectomia endoscopica (Singola);L60;14,10;14,10
1.349;91.42.3;ES. ISTOCITOPATOLOGICO APP. MUSCOLO SCHELETRICO: Biopsia incisionale o punch;L60;43,64;43,64
1.350;91.42.4;ES. ISTOCITOPATOLOGICO APP. RESPIRATORIO: Agobiopsia pleurica;L60;43,64;43,64
1.351;91.42.5;ES. ISTOCITOPATOLOGICO APP. RESPIRATORIO: Biopsia cavità nasali;L60;14,10;14,10
1.352;91.43.1;ES. ISTOCITOPATOLOGICO APP. RESPIRATORIO: Biopsia endobronchiale (Sede unica);L60;14,10;14,10
1.353;91.43.2;ES. ISTOCITOPATOLOGICO APP. RESPIRATORIO: Biopsia endobronchiale (Sedi multiple);L60;46,48;46,48
1.354;91.43.3;ES. ISTOCITOPATOLOGICO APP. RESPIRATORIO: Biopsia laringea;L60;14,10;14,10
1.355;91.43.4;ES. ISTOCITOPATOLOGICO APP. RESPIRATORIO: Biopsia vie aeree (Sedi multiple);L60;46,48;46,48
1.356;91.43.5;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Agobiopsia ovarica;L60;46,48;46,48
1.357;91.44.1;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Agobiopsia prostatica;L60;46,48;46,48
1.358;91.44.2;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia annessi testicolari;L60;14,10;14,10
1.359;91.44.3;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia cervicale e endometriale ;L60;46,48;46,48
1.360;91.44.4;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia cervice uterina;L60;14,10;14,10
1.361;91.44.5;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia endometriale (VABRA);L60;14,10;14,10
1.362;91.45.1;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia endoscopica vescicale (Sede unica);L60;14,10;14,10
1.363;91.45.2;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia endoscopica vescicale (Sedi multiple);L60;46,48;46,48
1.364;91.45.3;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia pene;L60;14,10;14,10
1.365;91.45.4;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia testicolare;L60;14,10;14,10
1.366;91.45.5;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia vaginale;L60;14,10;14,10
1.367;91.46.1;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia vulvare (Sede unica);L60;14,10;14,10
1.368;91.46.2;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsia vulvare (Sedi multiple);L60;46,48;46,48
1.369;91.46.3;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Biopsie cervicali (Sedi multiple);L60;46,48;46,48
1.370;91.46.4;ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Polipectomia endocervicale;L60;14,10;14,10
1.371;91.46.5;ES. ISTOCITOPATOLOGICO MAMMELLA: Biopsia stereotassica;L60;46,48;46,48
1.372;91.47.1;ES. ISTOCITOPATOLOGICO MAMMELLA: Nodulectomia;L60;27,17;27,17
1.373;91.47.2;ES. ISTOCITOPATOLOGICO SISTEMA EMOPOIETICO: Agobiopsia linfonodale;L60;46,48;46,48
1.374;91.47.3;ES. ISTOCITOPATOLOGICO SISTEMA EMOPOIETICO: Agobiopsia linfonodale (Sedi multiple);L60;79,64;79,64
1.375;91.47.4;ES. ISTOCITOPATOLOGICO SISTEMA EMOPOIETICO: Asportazione di linfonodo superficiale;L60;79,64;79,64
1.376;91.47.5;ES. ISTOCITOPATOLOGICO SISTEMA EMOPOIETICO: Biopsia osteo midollare;L60;79,64;79,64
1.377;91.48.1;ES. ISTOCITOPATOLOGICO SISTEMA ENDOCRINO: Agobiopsia tiroidea;L60;46,48;46,48
1.378;91.48.2;ES. ISTOCITOPATOLOGICO S.N.P.: Biopsia di nervo periferico;L60;27,17;27,17
1.379;91.48.3;ES. ISTOCITOPATOLOGICO ULTRASTRUTTURALE (S.E.M., T.E.M.);L60;85,06;85,06
1.380;91.48.4;PRELIEVO CITOLOGICO;L15;2,58;4,12
1.381;91.48.5;PRELIEVO DI SANGUE ARTERIOSO;L12;5,16;5,72
1.382;91.49.1;PRELIEVO DI SANGUE CAPILLARE;L13;2,58;7,00
1.383;91.49.2;PRELIEVO DI SANGUE VENOSO ;L11;2,58;2,58
1.384;91.49.3;PRELIEVO MICROBIOLOGICO;L14;2,58;2,58
1.385;91.90.1;ESAME ALLERGOLOGICO STRUMENTALE PER ORTICARIE FISICHE;D90;6,04;6,04
1.386;91.90.2;INDAGINI FOTOBIOLOGICHE PER FOTODERMATOSI [FOTO PATCH TEST];D90;5,58;5,58
1.387;91.90.3;INDAGINI FOTOBIOLOGICHE PER FOTODERMATOSI [FOTOTEST];D90;4,65;4,65
1.388;91.90.4;SCREENING ALLERGOLOGICO PER INALANTI (Fino a 7 allergeni);D90;11,62;11,62
1.389;91.90.5;TEST EPICUTANEI A LETTURA RITARDATA [PATCH TEST] (Fino a 20 allergeni);D90;32,54;32,54
1.390;91.90.6;TEST PERCUTANEI E INTRACUTANEI A LETTURA IMMEDIATA (Fino a 12 allergeni);D90;23,24;23,24
1.391;92.01.1;CAPTAZIONE TIROIDEA;D14;44,98;44,98
1.392;92.01.2;SCINTIGRAFIA TIROIDEA CON CAPTAZIONE, CON O SENZA PROVE FARMACOLOGICHE;D14;46,12;46,12
1.393;92.01.3;SCINTIGRAFIA TIROIDEA;D14;33,36;33,36
1.394;92.01.4;SCINTIGRAFIA TIROIDEA CON INDICATORI POSITIVI;D14;179,73;179,73
1.395;92.02.1;SCINTIGRAFIA EPATICA;D14;64,56;64,56
1.396;92.02.2;SCINTIGRAFIA EPATICA PER RICERCA DI LESIONI ANGIOMATOSE  ;D14;115,01;115,01
1.397;92.02.3;SCINTIGRAFIA SEQUENZIALE EPATOBILIARE, INCLUSA COLECISTI,;D14;103,55;103,55
1.398;92.02.4;SCINTIGRAFIA EPATICA CON INDICATORI POSITIVI;D14;154,94;154,94
1.399;92.02.5;TOMOSCINTIGRAFIA EPATICA ;D14;25,93;25,93
1.400;92.03.1;SCINTIGRAFIA RENALE;D14;56,81;56,81
1.401;92.03.2;SCINTIGRAFIA RENALE CON ANGIOSCINTIGRAFIA   ;D14;22,98;22,98
1.402;92.03.3;SCINTIGRAFIA SEQUENZIALE RENALE;D14;112,33;112,33
1.403;92.03.4;STUDIO DEL REFLUSSO VESCICO-URETERALE ;D14;74,42;74,42
1.404;92.03.5;TOMOSCINTIGRAFIA RENALE   ;D14;41,26;41,26
1.405;92.04.1;SCINTIGRAFIA SEQUENZIALE DELLE GHIANDOLE SALIVARI CON STUDIO FUNZIONALE;D14;63,89;63,89
1.406;92.04.2;STUDIO DEL TRANSITO ESOFAGO-GASTRO-DUODENALE;D14;51,65;51,65
1.407;92.04.3;STUDIO DEL REFLUSSO GASTRO-ESOFAGEO O DUODENO-GASTRICO ;D14;92,96;92,96
